#,sales_date,transaction_total,spam
127,2017-04-23 03:09:03,375.41,False
128,2011-06-14 13:24:46,811.76,True
129,2022-10-03 20:14:26,364.68,True
130,2013-06-19 01:19:16,691.85,True
131,2020-08-23 09:04:17,74.77,True
132,2010-08-08 12:03:14,1447.89,True
133,2016-02-23 05:32:49,1548.11,True
134,2020-09-13 08:18:53,1364.95,True
135,2024-01-24 11:04:53,1200.32,False
136,2020-07-06 08:38:06,879.24,True
137,2015-09-27 21:52:45,229.85,True
138,2017-05-10 01:33:29,1314.98,True
139,2017-09-04 00:26:02,1705.45,True
140,2011-03-13 21:09:41,1412.38,True
141,2019-05-21 01:53:08,1434.09,True
142,2010-11-23 23:20:52,686.86,True
143,2018-03-21 13:24:42,1917.69,True
144,2023-05-20 06:46:28,1792.0,True
145,2018-03-05 03:21:23,62.67,True
146,2018-03-29 03:37:27,337.47,False
147,2013-06-02 21:14:15,826.46,True
148,2020-03-12 21:11:13,1560.02,True
149,2016-12-13 10:47:54,1625.17,True
150,2016-09-30 11:57:32,1555.32,True
151,2011-04-19 04:49:15,605.62,True
152,2012-12-23 11:59:13,432.25,False
153,2019-03-10 20:14:44,1537.82,True
154,2016-11-07 23:49:59,771.05,True
155,2018-12-19 19:41:33,752.24,True
156,2015-10-19 20:07:47,1846.78,True
157,2013-06-13 14:45:45,1086.8,True
158,2022-08-21 03:21:20,933.51,True
159,2018-12-20 23:39:03,848.5,True
160,2021-12-08 14:51:00,1155.48,True
161,2013-10-26 18:33:05,888.27,False
162,2012-01-31 10:18:23,124.11,True
163,2015-08-27 13:42:17,1912.02,True
164,2012-05-17 23:09:26,1532.3,True
165,2022-04-30 09:34:49,1893.87,True
166,2013-04-11 14:01:51,995.06,True
167,2021-04-11 00:38:58,1449.17,True
168,2013-03-20 03:39:16,550.9,True
169,2017-12-20 23:15:43,1311.05,True
170,2012-07-30 00:46:50,0.43,True
171,2013-05-17 12:26:20,330.55,True
172,2012-01-22 08:07:01,1174.27,True
173,2010-11-02 14:01:02,318.7,True
174,2020-11-04 10:04:50,890.74,True
175,2012-01-14 08:51:24,213.87,False
176,2018-05-20 22:07:47,901.8,True
177,2022-12-23 11:34:17,507.09,True
178,2017-01-18 12:23:05,1522.62,True
179,2011-12-24 23:08:07,995.4,True
180,2015-07-02 08:41:47,1103.75,True
181,2012-05-03 09:30:26,1348.09,True
182,2023-10-25 21:48:40,130.28,True
183,2018-11-06 21:40:31,1107.86,True
184,2011-11-11 22:12:40,443.69,True
185,2010-03-15 23:10:56,609.98,True
186,2021-12-08 21:51:21,1669.7,True
187,2015-06-13 19:20:16,1329.36,True
188,2014-01-26 20:36:46,1249.99,True
189,2023-03-09 09:53:12,578.54,True
190,2023-07-07 13:39:43,1516.06,True
191,2021-09-15 01:40:25,1691.91,True
192,2012-02-03 19:07:53,144.24,True
193,2021-12-09 17:56:05,514.1,True
194,2022-10-29 06:13:21,1575.41,True
195,2022-04-23 14:02:47,831.61,True
196,2020-06-23 08:39:58,1061.88,True
197,2022-10-02 13:39:12,43.05,True
198,2013-09-19 20:37:00,533.75,True
199,2019-09-17 03:51:00,1251.35,True
200,2010-09-09 14:13:14,1537.79,True
201,2011-05-03 23:16:19,606.22,True
202,2015-04-05 03:15:57,505.35,True
203,2014-09-19 14:57:11,531.39,True
204,2024-01-11 18:17:44,130.08,True
205,2014-05-31 03:28:42,1606.94,True
206,2010-04-04 16:45:08,1332.86,True
207,2023-07-13 19:06:54,1052.87,True
208,2010-10-10 09:23:12,506.44,True
209,2015-01-25 16:15:40,1027.49,True
210,2011-02-12 01:07:25,1440.79,True
211,2015-11-26 14:57:10,1998.48,True
212,2013-08-20 04:28:07,830.77,True
213,2011-11-23 09:44:20,1483.07,True
214,2012-11-09 11:49:30,263.85,True
215,2020-09-29 15:33:27,1056.06,True
216,2018-06-15 23:23:50,707.15,True
217,2020-09-21 04:53:58,618.67,True
218,2022-02-07 16:37:56,890.55,True
219,2011-10-08 23:21:50,1336.78,True
220,2016-12-25 19:18:14,469.84,True
221,2011-12-30 11:53:00,248.63,True
222,2019-10-12 14:27:59,1691.23,True
223,2011-04-16 00:19:07,494.65,True
224,2014-09-06 20:38:05,1288.24,True
225,2015-02-12 11:47:11,1149.3,True
226,2011-05-25 19:57:28,1284.02,True
227,2011-04-09 12:05:13,198.79,True
228,2023-09-09 16:48:58,206.8,True
229,2020-04-25 13:21:16,415.98,False
230,2022-03-29 01:03:04,375.53,True
231,2023-04-26 11:42:41,717.43,True
232,2014-02-06 01:58:55,374.45,True
233,2017-04-22 15:24:52,854.87,True
234,2014-09-15 08:43:55,907.56,True
235,2011-07-08 23:19:13,1969.54,True
236,2016-09-17 15:57:28,142.27,True
237,2013-11-16 16:01:19,1240.55,True
238,2011-03-18 21:12:36,1834.44,True
239,2020-08-09 13:21:20,1373.3,True
240,2014-10-22 22:50:09,693.8,True
241,2010-11-21 16:04:45,535.85,True
242,2011-10-26 07:47:12,180.56,False
243,2019-02-17 23:34:12,1754.23,True
244,2022-09-05 11:27:28,1770.69,True
245,2013-12-27 18:55:39,1789.4,True
246,2019-12-03 10:34:14,379.76,True
247,2010-05-06 18:42:52,1819.41,True
248,2017-02-12 20:55:41,1348.88,True
249,2015-06-09 07:49:10,230.87,True
250,2015-02-25 08:21:22,572.22,True
251,2013-03-31 08:06:41,1619.25,True
252,2017-07-24 00:15:24,1848.25,True
253,2022-10-24 14:39:03,663.22,False
254,2016-11-24 11:53:19,1465.66,True
255,2017-10-16 13:14:50,904.31,True
256,2015-05-25 05:37:43,1226.97,True
257,2019-02-05 20:27:07,1681.29,True
258,2012-08-25 04:03:43,1297.17,True
259,2018-10-26 08:09:41,1994.59,True
260,2022-08-15 10:22:32,309.88,True
261,2023-02-11 11:53:32,205.23,True
262,2016-07-07 18:32:17,973.26,True
263,2010-06-21 18:03:47,1853.15,True
264,2015-12-17 01:22:15,1785.87,True
265,2022-12-30 00:57:49,1845.4,True
266,2024-01-14 14:31:13,1404.31,False
267,2016-06-24 19:49:28,255.75,True
268,2010-03-14 13:36:38,934.01,True
269,2021-12-13 15:57:20,1944.16,True
270,2020-01-05 03:19:43,184.18,True
271,2016-04-12 13:32:23,843.45,True
272,2019-07-18 22:51:50,1645.68,True
273,2017-05-22 09:45:54,97.56,True
274,2016-10-04 11:16:45,902.75,True
275,2010-04-11 15:34:39,1952.65,True
276,2011-08-27 10:35:41,144.75,True
277,2014-06-23 19:32:12,180.98,True
278,2015-11-20 10:52:53,1296.13,True
279,2024-01-22 03:02:34,1771.91,True
280,2020-07-17 02:37:03,1321.39,True
281,2016-10-10 10:04:05,1949.56,True
282,2017-03-22 17:23:30,67.96,True
283,2011-10-02 12:26:02,825.35,True
284,2015-11-13 12:03:16,1477.24,True
285,2015-08-11 18:45:55,483.79,True
286,2019-02-17 06:22:05,1246.64,True
287,2023-04-22 20:16:36,189.13,True
288,2016-07-23 15:09:20,163.3,True
289,2011-02-13 21:01:59,1260.14,True
290,2014-12-18 18:12:40,1964.77,True
291,2016-11-24 18:00:31,1333.81,True
292,2022-01-12 09:42:33,990.67,True
293,2011-11-18 00:16:47,192.37,True
294,2018-03-15 15:19:29,1896.37,True
295,2021-04-23 04:59:22,657.45,True
296,2020-11-22 01:27:35,721.88,True
297,2023-05-09 00:07:34,1981.44,True
298,2021-11-21 18:51:35,702.74,True
299,2022-11-02 04:54:43,835.96,True
300,2012-06-04 19:05:58,713.6,True
301,2018-04-25 07:02:30,1743.15,True
302,2010-12-12 23:05:34,223.76,True
303,2021-01-10 23:49:22,350.35,True
304,2014-04-03 01:03:01,898.73,True
305,2018-06-01 06:23:35,1883.4,True
306,2011-08-03 22:36:58,1371.87,True
307,2013-01-08 16:27:54,558.04,True
308,2012-02-09 06:40:50,1116.35,True
309,2010-06-21 11:56:22,996.91,True
310,2015-03-18 05:20:25,1461.47,True
311,2010-02-02 14:52:23,541.48,True
312,2020-10-10 17:41:13,1030.98,True
313,2018-05-09 13:38:15,1921.55,True
314,2016-07-31 05:54:13,1779.52,True
315,2020-11-25 01:54:07,352.53,True
316,2014-01-23 10:49:22,448.68,True
317,2019-08-07 01:58:24,196.55,True
318,2015-03-17 13:24:36,827.11,True
319,2021-10-06 10:09:52,47.6,False
320,2014-11-28 19:53:42,1987.31,True
321,2014-02-14 12:40:57,238.61,True
322,2019-04-14 11:33:09,1752.0,True
323,2020-08-06 21:56:22,1982.82,True
324,2016-08-03 14:42:36,1805.42,True
325,2021-07-02 10:04:33,1791.5,True
326,2018-06-10 18:48:24,1151.85,True
327,2010-05-20 22:45:13,1610.69,True
328,2010-07-18 04:53:38,169.66,True
329,2016-06-09 23:54:55,1329.97,True
330,2021-06-02 18:41:46,338.48,True
331,2019-01-19 03:33:13,640.96,True
332,2022-03-03 18:44:39,710.9,True
333,2012-02-25 06:03:20,735.24,True
334,2015-01-03 12:43:33,1833.6,True
335,2023-11-03 16:20:37,985.93,True
336,2018-01-08 18:20:30,172.08,True
337,2011-11-21 06:12:00,449.04,True
338,2021-12-30 19:39:39,566.68,True
339,2015-05-07 05:27:20,1247.03,True
340,2020-06-09 17:18:04,196.07,True
341,2022-11-20 04:11:40,372.15,True
342,2018-04-13 03:56:14,267.4,True
343,2015-03-14 21:14:52,620.52,True
344,2016-10-25 02:05:47,1567.49,True
345,2019-11-02 23:32:36,985.89,True
346,2010-03-02 08:42:49,857.87,True
347,2019-04-27 20:21:04,692.91,True
348,2019-03-24 15:58:32,1450.45,True
349,2011-12-09 10:54:24,1684.82,True
350,2013-06-19 01:33:36,40.66,True
351,2016-01-18 00:53:25,1796.25,True
352,2011-06-29 03:22:15,860.13,True
353,2017-01-30 01:42:41,923.1,False
354,2012-10-05 18:17:58,433.28,True
355,2014-06-30 21:16:58,99.53,True
356,2019-08-30 16:16:47,1379.63,True
357,2021-08-16 14:12:16,1576.57,True
358,2014-04-29 09:43:47,851.04,True
359,2021-11-15 10:24:06,474.41,True
360,2013-10-11 05:44:13,840.44,True
361,2018-08-10 15:15:21,1737.5,True
362,2023-12-03 03:14:28,1659.76,True
363,2022-08-21 09:05:37,266.7,True
364,2023-09-21 17:29:13,934.67,True
365,2018-12-19 17:53:22,1290.65,True
366,2019-03-17 05:51:50,1919.67,True
367,2018-07-29 02:31:13,821.29,True
368,2014-11-30 17:34:19,1173.15,True
369,2022-05-03 05:14:05,1188.56,True
370,2016-08-03 17:46:44,912.45,True
371,2023-05-24 12:14:52,494.29,True
372,2023-03-09 15:02:07,1237.64,True
373,2017-04-28 18:01:20,900.58,True
374,2024-01-29 10:24:50,851.47,True
375,2018-10-23 08:19:57,390.97,True
376,2022-05-28 00:04:02,82.69,True
377,2017-06-02 20:48:06,1803.61,True
378,2017-10-02 10:02:19,903.81,True
379,2014-12-16 14:37:19,1583.19,True
380,2012-08-16 11:55:10,519.89,True
381,2015-01-18 16:59:16,1156.22,True
382,2023-12-21 01:59:54,608.67,True
383,2023-10-16 14:42:18,1000.95,True
384,2021-11-19 03:54:36,744.01,True
385,2017-02-04 17:32:41,635.65,True
386,2020-03-28 14:24:14,1518.06,True
387,2013-11-27 04:27:02,315.08,False
388,2024-01-30 06:46:30,831.98,True
389,2016-07-09 18:40:09,888.0,True
390,2010-12-19 10:54:43,1196.52,True
391,2019-11-30 20:14:24,99.31,True
392,2013-08-05 14:12:33,156.07,True
393,2011-01-01 22:08:56,834.31,True
394,2010-08-29 09:49:09,459.8,True
395,2021-07-30 11:38:24,1836.95,False
396,2015-04-29 14:00:40,1006.94,True
397,2010-06-23 05:08:28,178.87,True
398,2020-04-16 14:54:49,891.41,True
399,2013-08-31 04:30:39,262.5,True
400,2015-12-03 03:51:00,723.39,True
401,2013-01-31 03:17:12,835.09,True
402,2023-02-14 16:03:02,45.35,True
403,2012-05-29 23:52:03,1896.43,True
404,2020-02-21 15:46:25,644.46,True
405,2010-05-16 04:02:53,1479.66,True
406,2021-05-27 01:46:48,1562.94,True
407,2017-09-15 14:55:26,963.02,True
408,2012-03-21 17:17:43,1499.94,True
409,2010-06-28 05:40:22,1401.8,True
410,2018-10-29 10:52:23,1492.59,True
411,2023-12-03 00:41:24,980.28,True
412,2011-09-24 21:18:29,1232.94,True
413,2022-03-11 08:15:02,1677.73,True
414,2012-03-20 06:33:45,1113.66,True
415,2022-03-30 09:22:27,243.3,True
416,2012-02-08 15:41:00,1301.97,True
417,2015-01-27 16:46:36,912.59,True
418,2017-09-06 20:00:13,1856.0,True
419,2023-01-23 01:12:12,1160.22,True
420,2022-09-01 10:27:22,1146.71,True
421,2021-02-24 08:04:43,1165.94,True
422,2016-03-24 14:51:06,816.67,True
423,2021-04-14 20:27:16,1092.18,True
424,2022-04-10 23:29:43,609.44,True
425,2010-06-19 18:03:51,582.21,True
426,2015-08-28 21:44:32,1500.49,True
427,2017-04-28 11:03:50,1984.13,True
428,2016-06-08 16:44:54,43.81,True
429,2014-04-28 02:30:09,854.36,True
430,2015-05-11 17:42:48,1418.49,True
431,2019-12-16 08:40:24,402.11,True
432,2021-08-01 21:26:33,80.69,True
433,2011-02-24 00:17:37,304.45,True
434,2022-04-16 23:11:23,1599.58,True
435,2016-07-29 12:07:05,1939.91,True
436,2014-12-03 05:21:02,813.03,True
437,2012-05-22 10:31:52,1998.41,True
438,2021-05-05 19:23:57,509.26,True
439,2020-04-06 16:37:32,765.87,True
440,2022-06-27 19:03:03,10.93,True
441,2023-04-16 10:25:50,1484.32,True
442,2012-12-27 19:43:16,1603.4,True
443,2019-07-01 03:03:18,1023.73,True
444,2023-02-02 13:09:29,369.42,True
445,2019-03-14 02:40:20,298.08,False
446,2010-06-24 12:06:36,391.02,True
447,2011-08-14 07:08:19,155.77,True
448,2010-10-04 14:17:50,456.59,True
449,2015-01-15 12:15:38,410.05,True
450,2020-08-26 13:54:42,1377.41,True
451,2016-04-29 15:30:42,1514.85,True
452,2013-02-25 16:25:17,150.84,True
453,2017-08-24 07:31:53,381.61,True
454,2017-06-27 17:52:33,1273.97,True
455,2011-12-07 03:25:49,1366.99,True
456,2011-03-15 02:49:42,259.44,True
457,2020-12-18 17:39:30,752.2,True
458,2015-11-19 02:19:03,168.62,True
459,2024-01-29 01:04:25,919.71,True
460,2013-12-03 06:25:57,1839.01,True
461,2014-01-08 13:20:30,36.59,True
462,2012-05-25 02:16:56,1753.72,True
463,2013-01-12 09:48:31,1681.0,True
464,2012-11-07 06:36:58,313.62,True
465,2016-05-19 06:05:13,921.83,True
466,2017-04-03 13:59:34,236.06,True
467,2020-02-26 06:14:43,1147.95,True
468,2015-01-03 04:33:01,1385.12,True
469,2015-08-08 08:50:25,1999.88,True
470,2015-12-09 23:49:51,585.1,True
471,2018-07-16 00:47:56,1704.64,True
472,2017-07-08 09:50:06,1889.25,True
473,2010-05-08 13:41:03,831.92,True
474,2014-02-06 23:07:34,1830.51,True
475,2021-10-16 15:16:31,1690.49,True
476,2020-02-06 12:04:46,720.95,True
477,2013-04-10 11:28:17,1207.76,False
478,2012-07-28 00:38:14,1052.6,True
479,2011-11-02 18:36:18,1729.76,True
480,2021-05-13 13:08:40,591.54,True
481,2018-04-05 10:12:14,1600.9,True
482,2021-02-19 12:51:06,543.45,True
483,2020-07-26 16:39:34,253.34,True
484,2018-11-25 13:20:09,1825.3,True
485,2018-04-30 21:36:12,920.61,True
486,2015-06-24 19:27:30,339.99,True
487,2014-11-20 16:22:10,950.16,True
488,2023-12-16 07:39:31,732.94,True
489,2011-03-30 00:55:23,1521.73,True
490,2016-05-16 16:26:54,381.87,True
491,2023-05-21 23:19:09,1528.52,True
492,2012-06-12 10:39:45,1921.45,True
493,2016-02-13 03:17:03,1876.7,True
494,2010-11-03 20:20:54,915.3,True
495,2013-10-21 17:36:08,892.97,True
496,2022-05-29 12:37:37,145.83,True
497,2010-05-25 00:48:19,1927.74,True
498,2022-12-19 07:11:23,748.85,True
499,2016-10-26 22:51:26,780.31,True
500,2023-01-07 12:36:45,1231.5,True
501,2020-08-11 20:25:11,96.45,True
502,2016-02-07 12:07:21,1845.21,True
503,2019-12-13 12:07:22,394.05,True
504,2021-09-16 18:41:53,665.37,True
505,2010-10-20 20:04:55,1120.64,True
506,2015-01-19 06:14:31,1463.52,True
507,2013-02-09 14:29:00,88.62,True
508,2015-08-08 23:02:06,635.93,True
509,2010-12-21 08:28:34,994.64,True
510,2020-08-06 05:25:11,937.19,True
511,2010-04-15 10:56:00,1927.35,True
512,2020-02-02 07:27:48,1657.38,True
513,2012-11-23 04:06:55,1323.38,True
514,2010-05-09 17:22:53,1054.18,True
515,2011-03-16 03:28:33,1656.83,True
516,2016-09-26 19:48:26,1159.64,True
517,2015-12-22 00:28:24,1672.27,True
518,2017-01-21 09:53:18,1996.75,True
519,2021-03-16 22:48:42,127.97,True
520,2013-02-18 10:53:47,624.05,True
521,2019-12-17 06:44:46,102.42,True
522,2023-11-27 20:53:42,92.53,True
523,2016-03-05 20:32:26,685.42,True
524,2011-01-16 22:30:26,167.13,True
525,2018-11-07 21:09:32,1549.8,True
526,2015-06-22 21:09:21,1580.74,True
527,2018-10-09 02:16:22,1621.68,True
528,2021-05-19 04:08:03,1366.28,False
529,2012-12-19 21:10:39,615.67,True
530,2010-08-26 21:04:06,1407.25,False
531,2012-09-04 11:30:21,895.32,True
532,2013-02-17 22:02:31,1596.86,True
533,2022-02-13 13:56:43,1737.5,True
534,2019-08-01 10:21:16,568.89,True
535,2017-03-13 17:45:30,1839.82,True
536,2012-03-14 00:30:12,1625.3,True
537,2020-05-15 09:17:54,387.49,True
538,2020-11-23 05:59:36,701.0,True
539,2019-10-05 14:40:40,411.8,True
540,2020-08-16 17:31:11,1418.31,True
541,2021-11-17 22:05:05,1705.27,True
542,2011-08-29 19:23:05,1536.55,True
543,2020-01-23 08:25:17,119.61,True
544,2015-01-16 14:08:59,1397.8,True
545,2013-07-17 18:29:23,1914.32,True
546,2020-02-01 02:39:17,1523.13,True
547,2019-06-27 03:24:10,1521.81,True
548,2011-07-29 08:21:38,1606.37,True
549,2011-01-08 00:07:25,1080.86,True
550,2014-06-06 14:18:49,1260.57,True
551,2016-12-27 13:38:28,927.42,True
552,2013-12-20 09:19:53,212.37,True
553,2022-09-04 21:24:13,333.63,True
554,2015-02-17 07:03:34,789.45,True
555,2013-07-31 00:18:54,9.88,True
556,2013-06-28 00:30:26,1824.12,True
557,2022-03-07 16:14:18,1758.15,True
558,2023-04-15 19:35:57,977.82,False
559,2020-02-12 20:48:09,571.36,True
560,2017-01-13 07:43:51,1748.89,True
561,2019-10-18 19:52:39,1616.55,True
562,2019-06-01 04:34:01,581.79,True
563,2013-06-28 05:28:38,664.32,True
564,2021-12-02 10:44:00,463.75,True
565,2014-12-22 09:22:50,674.31,True
566,2020-08-23 16:55:11,855.33,True
567,2014-07-05 07:55:57,356.53,True
568,2021-09-09 08:28:12,1239.56,True
569,2022-06-27 06:39:16,864.47,True
570,2022-11-08 08:04:43,373.63,True
571,2019-08-15 07:53:13,910.47,True
572,2022-08-25 18:49:40,934.09,True
573,2015-09-09 00:47:04,1814.52,True
574,2013-11-12 14:14:44,62.43,True
575,2022-10-30 09:46:18,109.98,True
576,2010-11-26 15:19:39,1149.59,False
577,2013-04-17 03:00:25,1206.67,True
578,2011-08-02 02:15:27,287.85,True
579,2010-10-25 00:20:53,1294.44,True
580,2019-08-19 17:57:44,762.28,True
581,2022-02-21 20:09:36,1357.27,True
582,2011-10-18 11:09:08,603.35,True
583,2010-09-11 21:25:46,598.52,False
584,2010-01-29 18:08:58,1974.18,True
585,2022-02-18 04:00:03,1879.67,True
586,2023-12-03 20:15:13,1747.92,True
587,2017-03-31 10:08:13,1535.39,True
588,2018-05-21 22:35:54,741.58,True
589,2017-12-27 01:42:00,863.67,True
590,2013-12-09 02:38:04,1501.43,True
591,2020-09-11 19:05:22,549.58,True
592,2023-11-16 16:40:44,1666.97,True
593,2018-01-16 12:57:05,1225.53,True
594,2020-02-07 08:16:30,1152.25,True
595,2018-05-03 01:25:52,500.77,True
596,2010-02-05 08:34:31,618.21,True
597,2023-11-26 00:34:26,116.31,True
598,2021-01-25 18:52:03,1191.58,True
599,2012-10-29 23:40:39,103.52,True
600,2014-07-14 01:42:17,450.08,True
601,2023-09-11 19:39:52,1242.15,True
602,2011-10-12 02:12:22,1274.45,True
603,2019-01-12 09:17:55,1713.71,True
604,2020-11-06 15:54:33,1361.15,True
605,2018-08-21 21:26:22,92.07,True
606,2011-02-01 08:31:45,1224.84,True
607,2011-02-14 15:41:44,784.14,True
608,2023-02-07 20:42:33,204.19,True
609,2019-04-30 01:16:04,1965.32,True
610,2016-11-28 16:27:13,1773.99,True
611,2020-05-26 22:29:10,1862.2,True
612,2021-09-10 14:58:44,405.53,True
613,2020-04-27 01:38:18,573.8,True
614,2015-03-22 19:28:38,452.3,True
615,2017-05-24 23:50:10,1869.56,True
616,2018-08-01 17:55:01,7.24,True
617,2015-07-20 09:19:44,1329.11,True
618,2010-08-27 12:45:21,787.52,False
619,2014-04-29 19:16:52,381.02,True
620,2013-11-28 09:59:22,1304.95,True
621,2022-01-30 07:10:35,1599.9,True
622,2020-10-09 02:33:56,1995.94,True
623,2012-07-18 01:29:32,1866.96,True
624,2017-07-29 08:16:09,1814.37,True
625,2017-03-15 09:38:56,649.48,True
626,2021-10-02 23:19:33,685.28,True
627,2015-07-30 11:22:03,1536.63,True
628,2015-05-19 16:26:05,788.83,True
629,2011-11-19 02:28:51,1766.19,True
630,2022-08-26 03:07:45,1143.8,True
631,2011-03-20 06:55:33,773.84,True
632,2015-11-26 03:20:01,1415.45,True
633,2021-03-19 18:01:03,535.11,True
634,2014-01-12 19:42:26,672.18,True
635,2010-06-12 11:08:11,1127.67,True
636,2017-05-06 13:25:35,597.67,True
637,2014-06-09 22:30:45,1700.07,True
638,2014-07-26 16:19:00,823.89,True
639,2015-01-07 00:28:43,1006.71,True
640,2012-04-16 00:45:18,1232.16,True
641,2018-02-03 22:16:42,171.52,True
642,2014-06-18 23:19:41,829.1,True
643,2016-10-17 14:10:02,1467.96,True
644,2020-07-21 03:40:31,748.89,True
645,2015-06-18 05:41:10,1195.2,True
646,2020-08-27 17:13:22,113.1,True
647,2017-06-04 17:39:45,673.27,True
648,2010-11-20 19:41:55,1010.7,True
649,2014-09-07 04:02:21,386.68,True
650,2019-02-02 20:26:03,1530.79,True
